"No","AdvisoryID","Title","Severity","CVSS","Published","CVEs","Link","FixedInfo"
"246","VCDSA23452","VMSA-2013-0008:VMware vCenter Chargeback Manager Remote Code Execution","CRITICAL","","09 June 2013","CVE-2013-0169; CVE-2013-0166; CVE-2013-0338; CVE-2013-2116; CVE-2013-0268; CVE-2013-0871; CVE-2013-3520","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23452","Check Link for details"
"247","VCDSA23451","VMSA-2013-0007:VMware ESX patch address security issues","MEDIUM","","28 May 2013","CVE-2013-3520; CVE-2012-2337; CVE-2012-3440","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23451","Check Link for details"
"248","VCDSA23450","VMSA-2013-0006:VMware security updates for vCenter Server","CRITICAL","","23 April 2013","CVE-2012-2337; CVE-2012-3440; CVE-2013-3107; CVE-2013-3079; CVE-2013-3080; CVE-2012-5885; CVE-2012-5886; CVE-2012-5887; CVE-2012-2733; CVE-2012-4534; CVE-2012-3546; CVE-2012-4431","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23450","vCenter Server | 5.1 | N/A | N/A | N/A | N/A | N/A | N/A | <br>vCenter Server | 5.0 | N/A | N/A | N/A | N/A | N/A | N/A | <br>vCenter Server | 4.1 | N/A | N/A | N/A | N/A | N/A | N/A | <br>vCenter Server | 4.0 | N/A | N/A | N/A | N/A | N/A | N/A | <br>vCenter Server | 2.8.1 | N/A | N/A | N/A | N/A | N/A | N/A | "
"249","VCDSA23410","VMSA-2013-0005:VMware vFabric Postgres security updates","CRITICAL","","02 April 2013","CVE-2013-3107; CVE-2013-3079; CVE-2013-3080; CVE-2012-5885; CVE-2012-5886; CVE-2012-5887; CVE-2012-2733; CVE-2012-4534; CVE-2012-3546; CVE-2012-4431; CVE-2013-1899; CVE-2013-1900; CVE-2013-1901","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23410","Check Link for details"
"250","VCDSA23409","VMSA-2013-0004:VMware ESXi and ESX security update for third party library","MEDIUM","","26 March 2013","CVE-2013-1899; CVE-2013-1900; CVE-2013-1901; CVE-2012-5134","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23409","ESXi | 5.1 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 510 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 5.0 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 500 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 4.0 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 400 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 4.1 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 410 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 2 | N/A | N/A | N/A | N/A | N/A | N/A | "
"251","VCDSA23444","VMSA-2013-0003:VMware vCenter Server, ESXi and ESX address an NFC Protocol memory corruption and third party library security issues.","HIGH","","19 February 2013","CVE-2012-5134; CVE-2013-1659; CVE-2012-2110","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23444","vCenter Server | 5.1 | N/A | N/A | N/A | N/A | N/A | N/A | <br>vCenter Server | 5.0 | N/A | N/A | N/A | N/A | N/A | N/A | <br>vCenter Server | 4.0 | N/A | N/A | N/A | N/A | N/A | N/A | <br>vCenter Server | 5.1.0 | N/A | N/A | N/A | N/A | N/A | N/A | <br>vCenter Server | 4.1 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 2 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 5.1 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 510 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 5.0 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 500 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 4.1 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 410 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 4.0 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 400 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 3.5 | N/A | N/A | N/A | N/A | N/A | N/A | "
"252","VCDSA23443","VMSA-2013-0002:VMware ESX, Workstation, Fusion, and View VMCI privilege escalation vulnerability","HIGH","","05 February 2013","CVE-2013-1659; CVE-2012-2110; CVE-2013-1406","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23443","ESXi | 5.1 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 510 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 5.0 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 500 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 4.1 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 410 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 4.0 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 400 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 3.5 | N/A | N/A | N/A | N/A | N/A | N/A | "
"253","VCDSA23442","VMSA-2013-0001:VMware vSphere security updates for the authentication service and third party libraries","MEDIUM","","29 January 2013","CVE-2013-1406; CVE-2013-1405; CVE-2011-3102; CVE-2012-2807; CVE-2012-4244; CVE-2011-1202; CVE-2011-3970; CVE-2012-2825; CVE-2012-2870; CVE-2012-2871","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23442","vCenter Server | 4.1 | N/A | N/A | N/A | N/A | N/A | N/A | <br>vCenter Server | 4.0 | N/A | N/A | N/A | N/A | N/A | N/A | <br>vCenter Server | 5.1 | N/A | N/A | N/A | N/A | N/A | N/A | <br>vCenter Server | 5.0 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 5.0 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 500 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 4.1 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 410 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 4.0 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 400 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 3.5 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 5.1 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 2 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 350 | N/A | N/A | N/A | N/A | N/A | N/A | "
"254","VCDSA23441","VMSA-2012-0018:VMware security updates for vCSA, vCenter Server, and ESXi","HIGH","","18 December 2012","CVE-2013-1405; CVE-2011-3102; CVE-2012-2807; CVE-2012-4244; CVE-2011-1202; CVE-2011-3970; CVE-2012-2825; CVE-2012-2870; CVE-2012-2871; CVE-2012-6324; CVE-2012-6325; CVE-2009-5029; CVE-2009-5064; CVE-2010-0830; CVE-2011-1089; CVE-2011-4609; CVE-2012-0864; CVE-2012-3404; CVE-2012-3405; CVE-2012-3406; CVE-2012-3480; CVE-2012-6326","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23441","vCenter Server | 2012 | N/A | N/A | N/A | N/A | N/A | N/A | <br>vCenter Server | 5.1 | N/A | N/A | N/A | N/A | N/A | N/A | <br>vCenter Server | 5.0 | N/A | N/A | N/A | N/A | N/A | N/A | <br>vCenter Server | 4.1 | N/A | N/A | N/A | N/A | N/A | N/A | <br>vCenter Server | 4.0 | N/A | N/A | N/A | N/A | N/A | N/A | <br>vCenter Server | 5.1.0 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 5.1 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 510 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 5.0 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 500 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 4.1 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 4.0 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 3.5 | N/A | N/A | N/A | N/A | N/A | N/A | "
"255","VCDSA23440","VMSA-2012-0016:VMware security updates for vSphere API and ESX Service Console","MEDIUM","","13 November 2012","CVE-2012-5703; CVE-2012-1033; CVE-2012-1667; CVE-2012-3817; CVE-2011-4940; CVE-2011-4944; CVE-2012-1150; CVE-2012-0876; CVE-2012-1148; CVE-2012-0441","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23440","ESXi | 4.1 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 410 | N/A | N/A | N/A | N/A | N/A | N/A | "
"256","VCDSA23439","VMSA-2012-0015:VMware Hosted Products and OVF Tool address security issues","HIGH","","06 November 2012","CVE-2012-5458; CVE-2012-5459; CVE-2012-3569","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23439","Check Link for details"
"257","VCDSA23438","VMSA-2012-0014:VMware vCenter Operations, CapacityIQ, and Movie Decoder security updates","HIGH","","02 October 2012","CVE-2012-4897; CVE-2012-5050; CVE-2012-5051","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23438","Check Link for details"
"258","VCDSA23437","VMSA-2012-0013:VMware vSphere and vCOps updates to third party libraries","HIGH","","28 August 2012","CVE-2010-4180; CVE-2010-4252; CVE-2011-0014; CVE-2011-4108; CVE-2011-4109; CVE-2011-4576; CVE-2011-4577; CVE-2011-4619; CVE-2012-0050; CVE-2012-2110; CVE-2011-1833; CVE-2011-2484; CVE-2011-2496; CVE-2011-3188; CVE-2011-3209; CVE-2011-3363; CVE-2011-4110; CVE-2011-1020; CVE-2011-4132; CVE-2011-4324; CVE-2011-4325; CVE-2012-0207; CVE-2011-2699; CVE-2012-1583; CVE-2010-2761; CVE-2010-4410; CVE-2011-3597; CVE-2012-0841; CVE-2009-5029; CVE-2009-5064; CVE-2010-0830; CVE-2011-1089; CVE-2011-4609; CVE-2012-0864; CVE-2011-4128; CVE-2012-1569; CVE-2012-1573; CVE-2012-0060; CVE-2012-0061; CVE-2012-0815; CVE-2012-0393; CVE-2011-5057; CVE-2012-0391; CVE-2012-0392; CVE-2012-0394","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23437","vCenter Server | 5.0 | N/A | N/A | N/A | N/A | N/A | N/A | <br>vCenter Server | 4.1 | N/A | N/A | N/A | N/A | N/A | N/A | <br>vCenter Server | 4.0 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 4.1 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 410 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 5.0 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 5.0.0 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 4.0 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 3.5 | N/A | N/A | N/A | N/A | N/A | N/A | "
"259","VCDSA23436","VMSA-2012-0012:VMware ESXi update to third party library","MEDIUM","","10 July 2012","CVE-2010-4008; CVE-2011-0216; CVE-2011-1944; CVE-2011-2834; CVE-2011-3905; CVE-2011-3919; CVE-2012-0841; CVE-2010-4494; CVE-2011-2821","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23436","ESXi | 500 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 4.1 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 410 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 4.0 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 400 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 5.0 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 3.5 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 7 | N/A | N/A | N/A | N/A | N/A | N/A | "
"260","VCDSA23435","VMSA-2012-0011:VMware hosted products and ESXi and ESX patches address security issues","CRITICAL","","12 June 2012","CVE-2012-3288; CVE-2012-3289","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23435","ESXi | 5.0 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 500 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 4.1 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 410 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 4.0 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 400 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 3.5 | N/A | N/A | N/A | N/A | N/A | N/A | <br>VMware Tools | 5 | N/A | N/A | N/A | N/A | N/A | N/A | "
"261","VCDSA23434","VMSA-2012-0010:VMware vMA addresses a security issue","HIGH","","23 May 2012","CVE-2012-2752","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23434","Check Link for details"
"262","VCDSA23433","VMSA-2012-0009:VMware Workstation, Player, ESXi and ESX patches address CRITICAL security issues","CRITICAL","","01 May 2012","CVE-2012-1516; CVE-2012-1517; CVE-2012-2448; CVE-2012-2449; CVE-2012-2450","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23433","ESXi | 5.0 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 500 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 4.1 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 410 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 4.0 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 400 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 3.5 | N/A | N/A | N/A | N/A | N/A | N/A | <br>VMware Tools | 5 | N/A | N/A | N/A | N/A | N/A | N/A | "
"263","VCDSA23432","VMSA-2012-0008:VMware ESX updates to ESX Service Console","HIGH","","24 April 2012","CVE-2010-4008; CVE-2011-0216; CVE-2011-1944; CVE-2011-2834; CVE-2011-3191; CVE-2011-4348; CVE-2012-0028; CVE-2011-3905; CVE-2011-3919; CVE-2012-2834; CVE-2012-3191; CVE-2012-4348; CVE-2012-3905; CVE-2012-3919","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23432","Check Link for details"
"264","VCDSA23431","VMSA-2012-0007:VMware hosted products and ESXi/ESX patches address privilege escalation","HIGH","","10 April 2012","CVE-2012-1518","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23431","ESXi | 5.0 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 500 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 4.1 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 410 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 4.0 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 400 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 3.5 | N/A | N/A | N/A | N/A | N/A | N/A | <br>VMware Tools | 5 | N/A | N/A | N/A | N/A | N/A | N/A | "
"265","VCDSA23430","VMSA-2012-0006:VMware ESXi and ESX address several security issues","HIGH","","27 March 2012","CVE-2012-1515; CVE-2011-2482; CVE-2011-3191; CVE-2011-4348; CVE-2011-4862","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23430","ESXi | 4.1 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 410 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 4.0 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 400 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 3.5 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 5.0 | N/A | N/A | N/A | N/A | N/A | N/A | <br>VMware Tools | 5 | N/A | N/A | N/A | N/A | N/A | N/A | "
"266","VCDSA23408","VMSA-2012-0005:VMware vCenter Server, Orchestrator, Update Manager, vShield, vSphere Client, ESXi and ESX address several security issues","HIGH","","13 March 2012","CVE-2012-1508; CVE-2012-1509; CVE-2012-1510; CVE-2012-1512; CVE-2012-1513; CVE-2012-1514; CVE-2011-3190; CVE-2011-3375; CVE-2012-0022; CVE-2010-0405","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23408","vCenter Server | 5.0 | N/A | N/A | N/A | N/A | N/A | N/A | <br>vCenter Server | 4.1 | N/A | N/A | N/A | N/A | N/A | N/A | <br>vCenter Server | 4.0 | N/A | N/A | N/A | N/A | N/A | N/A | <br>vCenter Server | 2.5 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 5.0 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 500 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 4.1 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 410 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 4.0 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 400 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 4 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 3.5 | N/A | N/A | N/A | N/A | N/A | N/A | <br>VMware Tools | 5 | N/A | N/A | N/A | N/A | N/A | N/A | "
"267","VCDSA23406","VMSA-2012-0002:VMware vCenter Chargeback Manager Information Leak and Denial of Service","MEDIUM","","06 March 2012","CVE-2012-1472","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23406","Check Link for details"
"268","VCDSA23407","VMSA-2012-0003:VMware VirtualCenter Update and ESX 3.5 patch update JRE","HIGH","","06 March 2012","CVE-2011-3548","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23407","ESXi | 3.5 | N/A | N/A | N/A | N/A | N/A | N/A | "
"269","VCDSA23405","VMSA-2012-0001:VMware ESXi and ESX updates to third party library and ESX Service Console","HIGH","","28 January 2012","CVE-2011-0726; CVE-2011-1078; CVE-2011-1079; CVE-2011-1080; CVE-2011-1093; CVE-2011-1163; CVE-2011-1166; CVE-2011-1170; CVE-2011-1171; CVE-2011-1172; CVE-2011-1494; CVE-2011-1495; CVE-2011-1577; CVE-2011-1763; CVE-2010-4649; CVE-2011-0695; CVE-2011-0711; CVE-2011-1044; CVE-2011-1182; CVE-2011-1573; CVE-2011-1576; CVE-2011-1593; CVE-2011-1745; CVE-2011-1746; CVE-2011-1776; CVE-2011-1936; CVE-2011-2022; CVE-2011-2213; CVE-2011-2492; CVE-2011-1780; CVE-2011-2525; CVE-2011-2689; CVE-2011-2482; CVE-2011-2491; CVE-2011-2495; CVE-2011-2517; CVE-2011-2519; CVE-2011-2901; CVE-2011-2192; CVE-2010-2059; CVE-2011-3378; CVE-2010-0547; CVE-2010-0787; CVE-2011-1678; CVE-2011-2522; CVE-2011-2694; CVE-2009-3720; CVE-2010-3493; CVE-2011-1015; CVE-2011-1521; CVE-2009-3560; CVE-2010-1634; CVE-2010-2089","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23405","ESXi | 5.0 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 500 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 4.1 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 410 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 4.0 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 400 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 3.5 | N/A | N/A | N/A | N/A | N/A | N/A | "
"270","VCDSA23429","VMSA-2011-0014:VMware vCenter Update Manager fix for Jetty Web server addresses directory traversal vulnerability","CRITICAL","","15 November 2011","CVE-2011-4404","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23429","vCenter Server | 4.1 | N/A | N/A | N/A | N/A | N/A | N/A | <br>vCenter Server | 4.0 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 4.0 | N/A | N/A | N/A | N/A | N/A | N/A | "
"271","VCDSA23428","VMSA-2011-0013:VMware third party component updates for VMware vCenter Server, vCenter Update Manager, ESXi and ESX","MEDIUM","","25 October 2011","CVE-2008-7270; CVE-2010-4180; CVE-2011-0002; CVE-2010-3170; CVE-2010-3173; CVE-2010-1321; CVE-2010-3541; CVE-2010-3548; CVE-2010-3549; CVE-2010-3550; CVE-2010-3551; CVE-2010-3552; CVE-2010-3553; CVE-2010-3554; CVE-2010-3555; CVE-2010-3556; CVE-2010-3557; CVE-2010-3558; CVE-2010-3559; CVE-2010-3560; CVE-2010-3561; CVE-2010-3562; CVE-2010-3563; CVE-2010-3565; CVE-2010-3566; CVE-2010-3567; CVE-2010-3568; CVE-2010-3569; CVE-2010-3570; CVE-2010-3571; CVE-2010-3572; CVE-2010-3573; CVE-2010-3574; CVE-2010-4422; CVE-2010-4447; CVE-2010-4448; CVE-2010-4450; CVE-2010-4451; CVE-2010-4452; CVE-2010-4454; CVE-2010-4462; CVE-2010-4463; CVE-2010-4465; CVE-2010-4466; CVE-2010-4467; CVE-2010-4468; CVE-2010-4469; CVE-2010-4470; CVE-2010-4471; CVE-2010-4472; CVE-2010-4473; CVE-2010-4474; CVE-2010-4475; CVE-2010-4476; CVE-2011-0862; CVE-2011-0873; CVE-2011-0815; CVE-2011-0864; CVE-2011-0802; CVE-2011-0814; CVE-2011-0871; CVE-2011-0867; CVE-2011-0865; CVE-2010-2054","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23428","vCenter Server | 4.1 | N/A | N/A | N/A | N/A | N/A | N/A | <br>vCenter Server | 4.0 | N/A | N/A | N/A | N/A | N/A | N/A | <br>vCenter Server | 2.5 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 4.1 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 5.0 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 410 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 4.0 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 3.5 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 41 | N/A | N/A | N/A | N/A | N/A | N/A | "
"272","VCDSA23427","VMSA-2011-0012:VMware ESXi and ESX updates to third party libraries and ESX Service Console","HIGH","","10 October 2011","CVE-2010-1083; CVE-2010-2492; CVE-2010-2798; CVE-2010-2938; CVE-2010-2942; CVE-2010-2943; CVE-2010-3015; CVE-2010-3066; CVE-2010-3067; CVE-2010-3078; CVE-2010-3086; CVE-2010-3296; CVE-2010-3432; CVE-2010-3442; CVE-2010-3477; CVE-2010-3699; CVE-2010-3858; CVE-2010-3859; CVE-2010-3865; CVE-2010-3876; CVE-2010-3877; CVE-2010-3880; CVE-2010-3904; CVE-2010-4072; CVE-2010-4073; CVE-2010-4075; CVE-2010-4080; CVE-2010-4081; CVE-2010-4083; CVE-2010-4157; CVE-2010-4158; CVE-2010-4161; CVE-2010-4238; CVE-2010-4242; CVE-2010-4243; CVE-2010-4247; CVE-2010-4248; CVE-2010-4249; CVE-2010-4251; CVE-2010-4255; CVE-2010-4263; CVE-2010-4343; CVE-2010-4346; CVE-2010-4526; CVE-2010-4655; CVE-2011-0521; CVE-2011-0710; CVE-2011-1010; CVE-2011-1090; CVE-2011-1478; CVE-2010-1323; CVE-2011-0281; CVE-2011-0282; CVE-2010-0296; CVE-2011-0536; CVE-2011-1071; CVE-2011-1095; CVE-2011-1658; CVE-2011-1659; CVE-2011-1494; CVE-2011-1495","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23427","ESXi | 5.0 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 500 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 4.1 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 410 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 4.0 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 400 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 3.5 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 41 | N/A | N/A | N/A | N/A | N/A | N/A | "
"273","VCDSA23426","VMSA-2011-0011:Hosted product updates address a remote code execution vulnerability in the way UDF file systems are handled","HIGH","","02 October 2011","CVE-2011-3868","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23426","VMware Tools | 5 | N/A | N/A | N/A | N/A | N/A | N/A | "
"274","VCDSA23425","VMSA-2011-0010:VMware ESX third party updates for Service Console packages glibc and dhcp","CRITICAL","","26 July 2011","CVE-2010-0296; CVE-2011-0536; CVE-2011-0997; CVE-2011-1071; CVE-2011-1095; CVE-2011-1658; CVE-2011-1659","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23425","Check Link for details"
"275","VCDSA23424","VMSA-2011-0009:VMware hosted product updates, ESX patches and VI Client update resolve multiple security issue","HIGH","","31 May 2011","CVE-2009-4536; CVE-2010-1188; CVE-2009-3080; CVE-2010-2240; CVE-2011-2146; CVE-2011-1787; CVE-2011-2145; CVE-2011-2217","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23424","ESXi | 5.0 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 500 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 4.1 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 410 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 4.0 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 400 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 3.5 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 41 | N/A | N/A | N/A | N/A | N/A | N/A | <br>VMware Tools | 5 | N/A | N/A | N/A | N/A | N/A | N/A | "
"276","VCDSA23423","VMSA-2011-0008:VMware vCenter Server and vSphere Client security vulnerabilities","CRITICAL","","03 May 2011","CVE-2011-0426; CVE-2011-1788; CVE-2011-1789; CVE-2011-1785","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23423","vCenter Server | 4.1 | N/A | N/A | N/A | N/A | N/A | N/A | <br>vCenter Server | 4.0 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 4.1 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 4.0 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 400 | N/A | N/A | N/A | N/A | N/A | N/A | <br>ESXi | 3.5 | N/A | N/A | N/A | N/A | N/A | N/A | "
