"No","AdvisoryID","Title","Severity","CVSS","Published","CVEs","Link","FixedInfo"
"73","VCDSA23635","VMSA-2022-0019:VMware vRealize Log Insight contains multiple stored cross-site scripting vulnerabilities","LOW","","10 July 2022","CVE-2022-31654; CVE-2022-31655","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23635","VMware vRealize Log Insight | 8.x | Any | CVE-2022-31654, CVE-2022-31655 | 3.9 | low | 8.8.2 | None | None"
"74","VCDSA23634","VMSA-2022-0018:VMware vCenter Server updates address a server-side request forgery vulnerability","MEDIUM","","10 July 2022","CVE-2022-22982","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23634","vCenter Server | 7.0 | Any | CVE-2022-22982 | 5.3 | moderate | 7.0 U3f [1] | None | KB89027 [1]<br>vCenter Server | 6.7 | Any | CVE-2022-22982 | 5.3 | moderate | 6.7 U3r | None | None<br>vCenter Server | 6.5 | Any | CVE-2022-22982 | 5.3 | moderate | 6.5 U3t | None | None<br>Cloud Foundation (vCenter Server) | 4.x | Any | CVE-2022-22982 | 5.3 | moderate | KB88287 | None | None<br>Cloud Foundation (vCenter Server) | 3.x | Any | CVE-2022-22982 | 5.3 | moderate | KB88995 | None | None"
"75","VCDSA23636","VMSA-2022-0020:VMware ESXi addresses Return-Stack-Buffer-UnderfLOW and Branch Type Confusion vulnerabilities","MEDIUM","","10 July 2022","CVE-2022-29901; CVE-2022-28693; CVE-2022-23816; CVE-2022-23825; CVE-2022-26373","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23636","ESXi | 7.0 | Any | CVE-2022-29901, CVE-2022-28693, CVE-2022-23816, CVE-2022-23825, CVE-2022-26373 | 5.6 | moderate | ESXi70U3sf-20036586 | None | FAQ<br>ESXi | 6.7 | Any | CVE-2022-29901, CVE-2022-28693, CVE-2022-23816, CVE-2022-23825, CVE-2022-26373 | 5.6 | moderate | ESXi670-202207401-SG | None | FAQ<br>ESXi | 6.5 | Any | CVE-2022-29901, CVE-2022-28693, CVE-2022-23816, CVE-2022-23825, CVE-2022-26373 | 5.6 | moderate | ESXi650-202207401-SG | None | FAQ<br>Cloud Foundation (ESXi) | 4.x | Any | CVE-2022-29901, CVE-2022-28693, CVE-2022-23816, CVE-2022-23825, CVE-2022-26373 | 5.6 | moderate | KB88695 | None | FAQ<br>Cloud Foundation (ESXi) | 3.x | Any | CVE-2022-29901, CVE-2022-28693, CVE-2022-23816, CVE-2022-23825, CVE-2022-26373 | 5.6 | moderate | KB88927 | None | FAQ"
"76","VCDSA23633","VMSA-2022-0017:VMware HCX update addresses an information disclosure vulnerability","LOW","","13 June 2022","CVE-2022-22953","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23633","VMware HCX | 4.3.1 and 4.3.2 | Any | CVE-2022-22953 | 2.7 | low | 4.3.3 | None | None"
"77","VCDSA23632","VMSA-2022-0016:VMware ESXi addresses DirectPath I/O (PCI-Passthrough) Information Leak vulnerabilities","LOW","","12 June 2022","CVE-2022-21123; CVE-2022-21125; CVE-2022-21166","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23632","ESXi | 7.0 | Any | CVE-2022-21123, CVE-2022-21125, CVE-2022-21166 | 3.8 | low | ESXi70U3e-19898904 + KB88632 | None | FAQ<br>ESXi | 6.7 | Any | CVE-2022-21123, CVE-2022-21125, CVE-2022-21166 | 3.8 | low | ESXi670-202206101-SG + KB88632 | None | FAQ<br>ESXi | 6.5 | Any | CVE-2022-21123, CVE-2022-21125, CVE-2022-21166 | 3.8 | low | KB88632 | None | FAQ<br>Cloud Foundation (ESXi) | 4.x | Any | CVE-2022-21123, CVE-2022-21125, CVE-2022-21166 | 3.8 | low | KB88695 | None | FAQ<br>Cloud Foundation (ESXi) | 3.x | Any | CVE-2022-21123, CVE-2022-21125, CVE-2022-21166 | 3.8 | low | KB88707 | None | FAQ"
"78","VCDSA23631","VMSA-2022-0015:VMware Tools for Windows update addresses an XML External Entity (XXE) vulnerability","MEDIUM","","22 May 2022","CVE-2022-22977","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23631","VMware Tools for Windows | 12.0.0, 11.x.y and 10.x.y | Windows | CVE-2022-22977 | 5.8 | moderate | 12.0.5 | None | None"
"79","VCDSA23630","VMSA-2022-0014:VMware Workspace ONE Access, Identity Manager and vRealize Automation updates address multiple vulnerabilities","CRITICAL","","16 May 2022","CVE-2022-22972; CVE-2022-22973","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23630","Access | 21.08.0.1, 21.08.0.0 | Linux | CVE-2022-22972 | 9.8 | critical | KB88438 | KB88433 | FAQ<br>Access | 21.08.0.1, 21.08.0.0 | Linux | CVE-2022-22973 | 7.8 | important | KB88438 | None | FAQ<br>Access | 20.10.0.1, 20.10.0.0 | Linux | CVE-2022-22972 | 9.8 | critical | KB88438 | KB88433 | FAQ<br>Access | 20.10.0.1, 20.10.0.0 | Linux | CVE-2022-22973 | 7.8 | important | KB88438 | None | FAQ<br>vIDM | 3.3.6, 3.3.5, 3.3.4, 3.3.3 | Linux | CVE-2022-22972 | 9.8 | critical | KB88438 | KB88433 | FAQ<br>vIDM | 3.3.6, 3.3.5, 3.3.4, 3.3.3 | Linux | CVE-2022-22973 | 7.8 | important | KB88438 | None | FAQ<br>vRealize Automation (vIDM) [2] | 7.6 | Linux | CVE-2022-22972 | 9.8 | critical | KB88438 | KB88433 | FAQ<br>VMware Cloud Foundation (vIDM) | 4.4, 4.3.x, 4.2.x, 4.1, 4.0.x | Any | CVE-2022-22972 | 9.8 | critical | KB88438 | KB88433 | FAQ<br>VMware Cloud Foundation (vIDM) | 4.4, 4.3.x, 4.2.x, 4.1, 4.0.x | Any | CVE-2022-22973 | 7.8 | important | KB88438 | None | FAQ<br>VMware Cloud Foundation (vRA) | 3.x | Any | CVE-2022-22972 | 9.8 | critical | KB88438 | KB88433 | FAQ<br>vRealize Suite Lifecycle Manager (vIDM) | 8.x | Any | CVE-2022-22972 | 9.8 | critical | KB88438 | KB88433 | FAQ<br>vRealize Suite Lifecycle Manager (vIDM) | 8.x | Any | CVE-2022-22973 | 7.8 | important | KB88438 | None | FAQ"
"80","VCDSA23641","VMSA-2022-0013:VMware Cloud Director update addresses remote code execution vulnerability","CRITICAL","","12 April 2022","CVE-2022-22966","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23641","VMware Cloud Director | 10.3.x | Any | CVE-2022-22966 | 9.1 | critical | 10.3.3 | KB88176 | None<br>VMware Cloud Director | 10.2.x | Any | CVE-2022-22966 | 9.1 | critical | 10.2.2.3 | KB88176 | None<br>VMware Cloud Director | 10.1.x | Any | CVE-2022-22966 | 9.1 | critical | 10.1.4.1 | KB88176 | None"
"81","VCDSA23639","VMSA-2022-0011:VMware Workspace ONE Access, Identity Manager and vRealize Automation updates address multiple vulnerabilities","CRITICAL","","04 April 2022","CVE-2022-22954; CVE-2022-22955; CVE-2022-22956; CVE-2022-22957; CVE-2022-22958; CVE-2022-22959; CVE-2022-22960; CVE-2022-22961","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23639","Access | 21.08.0.1, 21.08.0.0 | Linux | CVE-2022-22954 | 9.8 | critical | KB88099 | KB88098 | FAQ<br>Access | 21.08.0.1, 21.08.0.0 | Linux | CVE-2022-22955, CVE-2022-22956 | 9.8 | critical | KB88099 | KB88098 | FAQ<br>Access | 21.08.0.1, 21.08.0.0 | Linux | CVE-2022-22957, CVE-2022-22958 | 9.1 | critical | KB88099 | KB88098 | FAQ<br>Access | 21.08.0.1, 21.08.0.0 | Linux | CVE-2022-22959 | 8.8 | important | KB88099 | KB88098 | FAQ<br>Access | 21.08.0.1, 21.08.0.0 | Linux | CVE-2022-22960 | 7.8 | important | KB88099 | KB88098 | FAQ<br>Access | 21.08.0.1, 21.08.0.0 | Linux | CVE-2022-22961 | 5.3 | moderate | KB88099 | None | FAQ<br>Access | 20.10.0.1, 20.10.0.0 | Linux | CVE-2022-22954 | 9.8 | critical | KB88099 | KB88098 | FAQ<br>Access | 20.10.0.1, 20.10.0.0 | Linux | CVE-2022-22955, CVE-2022-22956 | 9.8 | critical | KB88099 | KB88098 | FAQ<br>Access | 20.10.0.1, 20.10.0.0 | Linux | CVE-2022-22957, CVE-2022-22958 | 9.1 | critical | KB88099 | KB88098 | FAQ<br>Access | 20.10.0.1, 20.10.0.0 | Linux | CVE-2022-22959 | 8.8 | important | KB88099 | KB88098 | FAQ<br>Access | 20.10.0.1, 20.10.0.0 | Linux | CVE-2022-22960 | 7.8 | important | KB88099 | KB88098 | FAQ<br>Access | 20.10.0.1, 20.10.0.0 | Linux | CVE-2022-22961 | 5.3 | moderate | KB88099 | None | FAQ<br>vIDM | 3.3.6, 3.3.5, 3.3.4, 3.3.3 | Linux | CVE-2022-22954 | 9.8 | critical | KB88099 | KB88098 | FAQ<br>vIDM | 3.3.6, 3.3.5, 3.3.4, 3.3.3 | Linux | CVE-2022-22957, CVE-2022-22958 | 9.1 | critical | KB88099 | KB88098 | FAQ<br>vIDM | 3.3.6, 3.3.5, 3.3.4, 3.3.3 | Linux | CVE-2022-22959 | 8.8 | important | KB88099 | KB88098 | FAQ<br>vIDM | 3.3.6, 3.3.5, 3.3.4, 3.3.3 | Linux | CVE-2022-22960 | 7.8 | important | KB88099 | KB88098 | FAQ<br>vIDM | 3.3.6, 3.3.5, 3.3.4, 3.3.3 | Linux | CVE-2022-22961 | 5.3 | moderate | KB88099 | None | FAQ<br>vRealize Automation (vIDM) [2] | 7.6 | Linux | CVE-2022-22957, CVE-2022-22958 | 9.1 | critical | KB88099 | KB88098 | FAQ<br>vRealize Automation (vIDM) [2] | 7.6 | Linux | CVE-2022-22959 | 8.8 | important | KB88099 | KB88098 | FAQ<br>vRealize Automation (vIDM) [2] | 7.6 | Linux | CVE-2022-22960 | 7.8 | important | KB88099 | KB88098 | FAQ<br>VMware Cloud Foundation (vIDM) | 4.x | Any | CVE-2022-22954, CVE-2022-22957, CVE-2022-22958, CVE-2022-22959, CVE-2022-22960, CVE-2022-22961 | 9.8, 9.1, 9.1, 8.8, 7.8, 5.3 | critical | KB88099 | KB88098 | FAQ<br>VMware Cloud Foundation (vRA) | 3.x | Any | CVE-2022-22957, CVE-2022-22958, CVE-2022-22959, CVE-2022-22960 | 9.1, 9.1, 8.8, 7.8 | critical | KB88099 | KB88098 | FAQ<br>vRealize Suite Lifecycle Manager (vIDM) | 8.x | Any | CVE-2022-22954, CVE-2022-22957, CVE-2022-22958, CVE-2022-22959, CVE-2022-22960, CVE-2022-22961 | 9.8, 9.1, 9.1, 8.8, 7.8, 5.3 | critical | KB88099 | KB88098 | FAQ"
"82","VCDSA23623","VMSA-2022-0009:VMware vCenter Server updates address an information disclosure vulnerability","MEDIUM","","27 March 2022","CVE-2022-22948","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23623","vCenter Server | 7.0 | Any | CVE-2022-22948 | 5.5 | moderate | 7.0 U3d | None | None<br>vCenter Server | 6.7 | Virtual Appliance | CVE-2022-22948 | 5.5 | moderate | 6.7 U3p | None | None<br>vCenter Server | 6.7 | Windows | CVE-2022-22948 | N/A | N/A | Unaffected | N/A | N/A<br>vCenter Server | 6.5 | Virtual Appliance | CVE-2022-22948 | 5.5 | moderate | 6.5 U3r | None | None<br>vCenter Server | 6.5 | Windows | CVE-2022-22948 | N/A | N/A | Unaffected | N/A | N/A<br>Cloud Foundation (vCenter Server) | 4.x | Any | CVE-2022-22948 | 5.5 | moderate | 4.4.1 | None | None<br>Cloud Foundation (vCenter Server) | 3.x | Any | CVE-2022-22948 | 5.5 | moderate | 3.11 | None | None"
"83","VCDSA23621","VMSA-2022-0007:VMware Tools for Windows update addresses an uncontrolled search path vulnerability","MEDIUM","","27 February 2022","CVE-2022-22943","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23621","VMware Tools for Windows | 11.x.y and 10.x.y | Windows | CVE-2022-22943 | 5.6 | moderate | 12.0.0 | None | None"
"84","VCDSA23620","VMSA-2022-0005:VMware NSX Data Center for vSphere update addresses CLI shell injection vulnerability","HIGH","","13 February 2022","CVE-2022-22945","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23620","NSX Data Center for vSphere | Any | Any | CVE-2022-22945 | 8.8 | important | 6.4.13 | KB87893 | None<br>Cloud Foundation (NSX-V) | 3.x | Any | CVE-2022-22945 | 8.8 | important | 3.11.0.1 | KB87893 | KB87863"
"85","VCDSA23619","VMSA-2022-0004:VMware ESXi, Workstation, and Fusion updates address multiple security vulnerabilities","CRITICAL","","13 February 2022","CVE-2021-22040; CVE-2021-22041; CVE-2021-22042; CVE-2021-22043; CVE-2021-22050","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23619","ESXi | 7.0 U3 | Any | CVE-2021-22040, CVE-2021-22041 | 8.4 | important | ESXi70U3c-19193900 | KB87349 | FAQ<br>ESXi | 7.0 U2 | Any | CVE-2021-22040, CVE-2021-22041 | 8.4 | important | ESXi70U2e-19290878 | KB87349 | FAQ<br>ESXi | 7.0 U1 | Any | CVE-2021-22040, CVE-2021-22041 | 8.4 | important | ESXi70U1e-19324898 | KB87349 | FAQ<br>ESXi | 6.7 | Any | CVE-2021-22040, CVE-2021-22041 | 8.4 | important | [1] ESXi670-202111101-SG | KB87349 | FAQ<br>ESXi | 6.5 | Any | CVE-2021-22040, CVE-2021-22041 | 8.4 | important | ESXi650-202202401-SG | KB87349 | FAQ<br>Fusion | 12.x | OS X | CVE-2021-22040, CVE-2021-22041 | 8.4 | important | 12.2.1 | KB87349 | FAQ<br>Workstation | 16.x | Any | CVE-2021-22040, CVE-2021-22041 | 8.4 | important | 16.2.1 | KB87349 | FAQ<br>Cloud Foundation (ESXi) | 4.x | Any | CVE-2021-22040, CVE-2021-22041 | 8.4 | important | KB87646 (4.4) | KB87349 | FAQ<br>Cloud Foundation (ESXi) | 3.x | Any | CVE-2021-22040, CVE-2021-22041 | 8.4 | important | 3.11 | KB87349 | FAQ<br>ESXi | 7.0 U3 | Any | CVE-2021-22042, CVE-2021-22043 | 8.2 | important | ESXi70U3c-19193900 | None | FAQ<br>ESXi | 7.0 U2 | Any | CVE-2021-22042, CVE-2021-22043 | 8.2 | important | ESXi70U2e-19290878 | None | FAQ<br>ESXi | 7.0 U1 | Any | CVE-2021-22042, CVE-2021-22043 | 8.2 | important | ESXi70U1e-19324898 | None | FAQ<br>ESXi | 6.7 | Any | CVE-2021-22042, CVE-2021-22043 | N/A | N/A | Unaffected | N/A | N/A<br>ESXi | 6.5 | Any | CVE-2021-22042, CVE-2021-22043 | N/A | N/A | Unaffected | N/A | N/A<br>Cloud Foundation (ESXi) | 4.x | Any | CVE-2021-22042, CVE-2021-22043 | 8.2 | important | KB87646 (4.4) | None | FAQ<br>Cloud Foundation (ESXi) | 3.x | Any | CVE-2021-22042, CVE-2021-22043 | N/A | N/A | Unaffected | N/A | N/A<br>ESXi | 7.0 | Any | CVE-2021-22050 | 5.3 | moderate | ESXi70U3c-19193900 | None | FAQ<br>ESXi | 6.7 | Any | CVE-2021-22050 | 5.3 | moderate | [1] ESXi670-202111101-SG | None | FAQ<br>ESXi | 6.5 | Any | CVE-2021-22050 | 5.3 | moderate | ESXi650-202110101-SG | None | FAQ<br>Cloud Foundation (ESXi) | 4.x | Any | CVE-2021-22050 | 5.3 | moderate | KB87646 (4.4) | None | FAQ<br>Cloud Foundation (ESXi) | 3.x | Any | CVE-2021-22050 | 5.3 | moderate | 3.11 | None | FAQ"
"86","VCDSA23629","VMSA-2022-0003:VMware Cloud Foundation contains an information disclosure vulnerability due to the logging of plaintext credentials within some log files","MEDIUM","","29 January 2022","CVE-2022-22939","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23629","VMware Cloud Foundation | 4.x | Any | CVE-2022-22939 | 6.0 | moderate | 4.3.1.1 | KB87050 | None.<br>VMware Cloud Foundation | 3.x | Any | CVE-2022-22939 | 6.0 | moderate | 3.11 | N/A | None."
"87","VCDSA23628","VMSA-2022-0002:VMware Workstation and Horizon Client for Windows updates address a denial-of-service vulnerability","MEDIUM","","16 January 2022","CVE-2022-22938","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23628","Workstation | 16.x | Windows | CVE-2022-22938 | 4.0 | moderate | 16.2.2 | None | None<br>Horizon Client for Windows | 5.x | Windows | CVE-2022-22938 | 4.0 | moderate | 5.5.3 | None | None"
"88","VCDSA23627","VMSA-2022-0001:VMware Workstation, Fusion and ESXi updates address a heap-overfLOW vulnerability","HIGH","","02 January 2022","CVE-2021-22045","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23627","ESXi | 7.0 | Any | CVE-2021-22045 | 7.7 | important | ESXi70U3c-19193900 | KB87249 | None<br>ESXi | 6.7 | Any | CVE-2021-22045 | 7.7 | important | ESXi670-202111101-SG | KB87249 | None<br>ESXi | 6.5 | Any | CVE-2021-22045 | 7.7 | important | ESXi650-202110101-SG | KB87249 | None<br>Workstation | 16.x | Any | CVE-2021-22045 | 7.7 | important | 16.2.0 | KB87206 | None<br>Fusion | 12.x | OS X | CVE-2021-22045 | 7.7 | important | 12.2.0 | KB87207 | None<br>VMware Cloud Foundation (ESXi) | 4.x | Any | CVE-2021-22045 | 7.7 | important | 4.4 | KB87249 | None<br>VMware Cloud Foundation (ESXi) | 3.x | Any | CVE-2021-22045 | 7.7 | important | 3.11 | KB87249 | None"
"89","VCDSA23626","VMSA-2021-0030:VMware Workspace ONE Access, Identity Manager and vRealize Automation updates address multiple vulnerabilities","MEDIUM","","16 December 2021","CVE-2021-22056; CVE-2021-22057; CVE-2021-44228","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23626","Access | 21.08 | Linux | CVE-2021-22056, CVE-2021-22057 | 5.5, 6.6 | moderate | KB87183 | None | None<br>Access | 20.10.0.1 | Linux | CVE-2021-22056, CVE-2021-22057 | 5.5, 6.6 | moderate | KB87183 | None | None<br>Access | 20.10 | Linux | CVE-2021-22056, CVE-2021-22057 | 5.5, 6.6 | moderate | KB87183 | None | None<br>vIDM | 3.3.5 | Linux | CVE-2021-22056 | 5.5 | moderate | KB87185 | None | None<br>vIDM | 3.3.4 | Linux | CVE-2021-22056 | 5.5 | moderate | KB87185 | None | None<br>vIDM | 3.3.3 | Linux | CVE-2021-22056 | 5.5 | moderate | KB87185 | None | None<br>vRealize Automation (vIDM) [3] | 7.6 | Linux | CVE-2021-22056 | 5.5 | moderate | KB70911 | None | None<br>VMware Cloud Foundation (vIDM) | 4.x | Any | CVE-2021-22056 | 5.5 | moderate | KB87183 | None | None<br>VMware Cloud Foundation (vRA) | 3.x | Any | CVE-2021-22056 | 5.5 | moderate | KB87183 | None | None<br>vRealize Suite Lifecycle Manager (vIDM) | 8.x | Any | CVE-2021-22056 | 5.5 | moderate | KB87183 | None | None"
"90","VCDSA23618","VMSA-2021-0028:VMware Response to Apache Log4j Remote Code Execution Vulnerabilities","CRITICAL","","08 December 2021","CVE-2021-44228; CVE-2021-45046; CVE-2021-45105; CVE-2021-44832","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23618","VMware Horizon | 8.x, 7.x | Any | CVE-2021-44228, CVE-2021-45046 | 10.0, 9.0 | critical | KB87073 | KB87073 | None<br>VMware vCenter Server | 7.x | Virtual Appliance | CVE-2021-44228, CVE-2021-45046 | 10.0, 9.0 | critical | 7.0U3c | KB87081 | None<br>VMware vCenter Server | 6.7.x | Virtual Appliance | CVE-2021-44228, CVE-2021-45046 | 10.0, 9.0 | critical | 6.7 U3q | KB87081 | None<br>VMware vCenter Server | 6.7.x | Windows | CVE-2021-44228, CVE-2021-45046 | 10.0, 9.0 | critical | 6.7 U3q | KB87096 | None<br>VMware vCenter Server | 6.5.x | Virtual Appliance | CVE-2021-44228, CVE-2021-45046 | 10.0, 9.0 | critical | 6.5 U3s | KB87081 | None<br>VMware vCenter Server | 6.5.x | Windows | CVE-2021-44228, CVE-2021-45046 | 10.0, 9.0 | critical | 6.5 U3s | KB87096 | None<br>VMware Cloud Foundation | 4.x | Any | CVE-2021-44228, CVE-2021-45046 | 10.0, 9.0 | critical | 4.4 | KB87095 | None<br>VMware Cloud Foundation | 3.x | Any | CVE-2021-44228, CVE-2021-45046 | 10.0, 9.0 | critical | 3.11 | KB87095 | None<br>VMware HCX | 4.3 | Any | CVE-2021-44228, CVE-2021-45046 | N/A | N/A | Not Affected | N/A | N/A<br>VMware HCX | 4.2.x, 4.0.x | Any | CVE-2021-44228, CVE-2021-45046 | 10.0, 9.0 | critical | 4.2.4 | KB87104 | None<br>VMware HCX | 4.1.x | Any | CVE-2021-44228, CVE-2021-45046 | 10.0, 9.0 | critical | 4.1.0.3 | KB87104 | None<br>VMware NSX-T Data Center | 3.1.x | Any | CVE-2021-44228, CVE-2021-45046 | 10.0, 9.0 | critical | 3.1.3.5 | KB87086 | None<br>VMware NSX-T Data Center | 3.0.x | Any | CVE-2021-44228, CVE-2021-45046 | 10.0, 9.0 | critical | 3.0.3.1 | KB87086 | None<br>VMware NSX-T Data Center | 2.x | Any | CVE-2021-44228, CVE-2021-45046 | 10.0, 9.0 | critical | 2.5.3.4 | KB87086 | None<br>VMware Unified Access Gateway | 21.x, 20.x, 3.x | Any | CVE-2021-44228, CVE-2021-45046 | 10.0, 9.0 | critical | 2111.1 | KB87092 | None<br>VMware Workspace ONE Access | 21.x, 20.10.x | Any | CVE-2021-44228, CVE-2021-45046 | 10.0, 9.0 | critical | KB87183 | KB87090 | None<br>VMware Identity Manager | 3.3.x | Any | CVE-2021-44228, CVE-2021-45046 | 10.0, 9.0 | critical | 3.3.6 | KB87093 | None<br>VMware Site Recovery Manager, vSphere Replication | 8.5.x | Any | CVE-2021-44228, CVE-2021-45046 | 10.0, 9.0 | critical | 8.5.0.2 | KB87098 | None<br>VMware Site Recovery Manager, vSphere Replication | 8.4.x | Any | CVE-2021-44228, CVE-2021-45046 | 10.0, 9.0 | critical | 8.4.0.4 | KB87098 | None<br>VMware Site Recovery Manager, vSphere Replication | 8.3.x | Any | CVE-2021-44228, CVE-2021-45046 | 10.0, 9.0 | critical | 8.3.1.5 | KB87098 | None<br>VMware vCenter Cloud Gateway | 1.x | Any | CVE-2021-44228, CVE-2021-45046 | 10.0, 9.0 | critical | KB87081 | KB87081 | None<br>VMware Workspace ONE Access Connector (VMware Identity Manager Connector) | 21.08.0.1, 21.08, 20.10, 19.03.0.1 | Windows | CVE-2021-44228, CVE-2021-45046 | 10.0, 9.0 | critical | KB87184 | KB87091 | None<br>VMware Horizon DaaS | 9.1.x, 9.0.x | Any | CVE-2021-44228, CVE-2021-45046 | 10.0, 9.0 | critical | KB87101..."
"91","VCDSA23617","VMSA-2021-0027:VMware vCenter Server updates address arbitrary file read and SSRF vulnerabilities","HIGH","","21 November 2021","CVE-2021-21980; CVE-2021-22049","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23617","vCenter Server | 7.0 | Any | CVE-2021-21980 | N/A | N/A | Unaffected | N/A | N/A<br>vCenter Server | 6.7 | Any | CVE-2021-21980 | 7.5 | important | 6.7 U3p | None | None<br>vCenter Server | 6.5 | Any | CVE-2021-21980 | 7.5 | important | 6.5 U3r | None | None<br>Cloud Foundation (vCenter Server) | 4.x | Any | CVE-2021-21980 | N/A | N/A | Unaffected | N/A | N/A<br>Cloud Foundation (vCenter Server) | 3.x | Any | CVE-2021-21980 | 7.5 | important | 3.11 | None | None<br>vCenter Server | 7.0 | Any | CVE-2021-22049 | N/A | N/A | Unaffected | N/A | N/A<br>vCenter Server | 6.7 | Any | CVE-2021-22049 | 6.5 | moderate | 6.7 U3p | None | None<br>vCenter Server | 6.5 | Any | CVE-2021-22049 | 6.5 | moderate | 6.5 U3r | None | None<br>Cloud Foundation (vCenter Server) | 4.x | Any | CVE-2021-22049 | N/A | N/A | Unaffected | N/A | N/A<br>Cloud Foundation (vCenter Server) | 3.x | Any | CVE-2021-22049 | 6.5 | moderate | 3.11 | None | None"
"92","VCDSA23625","VMSA-2021-0025:VMware vCenter Server updates address a privilege escalation vulnerability","HIGH","","08 November 2021","CVE-2021-22048","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23625","vCenter Server | 8.0 | Any | CVE-2021-22048 | 7.1 | important | 8.0a | KB86292 | None<br>vCenter Server | 7.0 | Any | CVE-2021-22048 | 7.1 | important | 7.0 U3i | KB86292 | None<br>vCenter Server | 6.7 | Any | CVE-2021-22048 | 7.1 | important | 7.0 U3i | KB86292 | None<br>vCenter Server | 6.5 | Any | CVE-2021-22048 | 7.1 | important | 7.0 U3i | KB86292 | None<br>Cloud Foundation (vCenter Server) | 4.x | Any | CVE-2021-22048 | 7.1 | important | KB90336 | KB86292 | None<br>Cloud Foundation (vCenter Server) | 3.x | Any | CVE-2021-22048 | 7.1 | important | KB90336 | KB86292 | None"
"93","VCDSA23624","VMSA-2021-0024:VMware vRealize Operations Tenant App update addresses Information Disclosure Vulnerability","MEDIUM","","17 October 2021","CVE-2021-22034","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23624","vRealize Operations Manager Tenant App | 2.x | Any | CVE-2021-22034 | 5.3 | moderate | 8.6 | N/A | N/A"
"94","VCDSA23614","VMSA-2021-0022:VMware vRealize Log Insight updates address CSV injection vulnerability","MEDIUM","","10 October 2021","CVE-2021-22035","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23614","VMware vRealize Log Insight | 8.4.1, 8.4.0 | Virtual Appliance | CVE-2021-22035 | 6.5 | moderate | KB85992 | None | None<br>VMware vRealize Log Insight | 8.3 | Virtual Appliance | CVE-2021-22035 | 6.5 | moderate | KB85990 | None | None<br>VMware vRealize Log Insight | 8.2 | Virtual Appliance | CVE-2021-22035 | 6.5 | moderate | KB85989 | None | None<br>VMware vRealize Log Insight | 8.1.1, 8.1.0, 8.0.0 and 4.x | Virtual Appliance | CVE-2021-22035 | 6.5 | moderate | KB85985 | None | None<br>VMware Cloud Foundation (vRLI) | 4.x | Any | CVE-2021-22035 | 6.5 | moderate | KB86000 | None | None<br>vRealize Suite Lifecycle Manager (vRLI) | 8.x | Any | CVE-2021-22035 | 6.5 | moderate | KB86000 | None | None"
"95","VCDSA23615","VMSA-2021-0023:VMware vRealize Orchestrator update addresses open redirect vulnerability","MEDIUM","","10 October 2021","CVE-2021-22036","https://support.broadcom.com/web/ecx/support-content-notification/-/external/content/SecurityAdvisories/0/23615","VMware vRealize Orchestrator | 8.x | Virtual Appliance | CVE-2021-22036 | 6.5 | moderate | 8.6 | None | None<br>VMware vRealize Automation | 8.x | Any | CVE-2021-22036 | 6.5 | moderate | 8.6 | None | None<br>VMware Cloud Foundation (vRealize Automation) | 4.x | Any | CVE-2021-22036 | 6.5 | moderate | Patch Planned | None | None"
